transaction_id,statement_id,date,amount,description,company_name,branch_name,branch_id,bank_name,user_id,company_id
1,3,2015-05-04,-180.1,Transaction 1,Apple_India,Bangalore,3,SBI,1,1
2,3,2015-05-21,826.84,Transaction 2,Apple_India,Bangalore,3,SBI,1,1
3,3,2015-05-13,569.74,Transaction 3,Apple_India,Bangalore,3,SBI,1,1
4,3,2015-05-13,-825.32,Transaction 4,Apple_India,Bangalore,3,SBI,1,1
5,3,2015-05-13,-891.28,Transaction 5,Apple_India,Bangalore,3,SBI,1,1
6,3,2015-05-28,330.56,Transaction 6,Apple_India,Bangalore,3,SBI,1,1
7,3,2015-05-27,-526.6,Transaction 7,Apple_India,Bangalore,3,SBI,1,1
8,3,2015-05-22,527.36,Transaction 8,Apple_India,Bangalore,3,SBI,1,1
9,3,2015-05-09,598.51,Transaction 9,Apple_India,Bangalore,3,SBI,1,1
10,3,2015-05-01,-196.8,Transaction 10,Apple_India,Bangalore,3,SBI,1,1
11,3,2015-05-16,-225.07,Transaction 11,Apple_India,Bangalore,3,SBI,1,1
12,3,2015-05-10,-271.25,Transaction 12,Apple_India,Bangalore,3,SBI,1,1
13,3,2015-05-07,165.87,Transaction 13,Apple_India,Bangalore,3,SBI,1,1
14,3,2015-05-21,-630.56,Transaction 14,Apple_India,Bangalore,3,SBI,1,1
15,3,2015-05-15,-434.92,Transaction 15,Apple_India,Bangalore,3,SBI,1,1
16,3,2015-05-27,-742.01,Transaction 16,Apple_India,Bangalore,3,SBI,1,1
17,3,2015-05-18,-712.9,Transaction 17,Apple_India,Bangalore,3,SBI,1,1
18,3,2015-05-30,-551.84,Transaction 18,Apple_India,Bangalore,3,SBI,1,1
19,3,2015-05-25,327.67,Transaction 19,Apple_India,Bangalore,3,SBI,1,1
20,3,2015-05-14,-376.46,Transaction 20,Apple_India,Bangalore,3,SBI,1,1
21,3,2015-05-06,907.86,Transaction 21,Apple_India,Bangalore,3,SBI,1,1
22,3,2015-05-19,-447.71,Transaction 22,Apple_India,Bangalore,3,SBI,1,1
23,3,2015-05-09,-914.96,Transaction 23,Apple_India,Bangalore,3,SBI,1,1
24,3,2015-05-29,659.34,Transaction 24,Apple_India,Bangalore,3,SBI,1,1
25,3,2015-05-14,-556.67,Transaction 25,Apple_India,Bangalore,3,SBI,1,1
26,3,2015-05-05,817.61,Transaction 26,Apple_India,Bangalore,3,SBI,1,1
27,3,2015-05-24,675.79,Transaction 27,Apple_India,Bangalore,3,SBI,1,1
28,3,2015-05-19,-131.44,Transaction 28,Apple_India,Bangalore,3,SBI,1,1
29,3,2015-05-24,-556.04,Transaction 29,Apple_India,Bangalore,3,SBI,1,1
30,3,2015-05-24,-386.31,Transaction 30,Apple_India,Bangalore,3,SBI,1,1
31,3,2015-05-29,-208.73,Transaction 31,Apple_India,Bangalore,3,SBI,1,1
32,3,2015-05-09,329.83,Transaction 32,Apple_India,Bangalore,3,SBI,1,1
33,3,2015-05-21,-536.83,Transaction 33,Apple_India,Bangalore,3,SBI,1,1
34,3,2015-05-16,206.68,Transaction 34,Apple_India,Bangalore,3,SBI,1,1
35,3,2015-05-03,374.08,Transaction 35,Apple_India,Bangalore,3,SBI,1,1
36,3,2015-05-17,748.29,Transaction 36,Apple_India,Bangalore,3,SBI,1,1
37,3,2015-05-01,-557.68,Transaction 37,Apple_India,Bangalore,3,SBI,1,1
38,3,2015-05-16,620.46,Transaction 38,Apple_India,Bangalore,3,SBI,1,1
39,3,2015-05-01,632.42,Transaction 39,Apple_India,Bangalore,3,SBI,1,1
40,3,2015-05-16,664.28,Transaction 40,Apple_India,Bangalore,3,SBI,1,1
41,3,2015-05-03,110.09,Transaction 41,Apple_India,Bangalore,3,SBI,1,1
42,3,2015-05-31,-444.54,Transaction 42,Apple_India,Bangalore,3,SBI,1,1
43,3,2015-05-14,-915.69,Transaction 43,Apple_India,Bangalore,3,SBI,1,1
44,3,2015-05-20,-241.37,Transaction 44,Apple_India,Bangalore,3,SBI,1,1
45,3,2015-05-06,218.39,Transaction 45,Apple_India,Bangalore,3,SBI,1,1
46,3,2015-05-10,-765.31,Transaction 46,Apple_India,Bangalore,3,SBI,1,1
47,3,2015-05-22,-857.54,Transaction 47,Apple_India,Bangalore,3,SBI,1,1
48,3,2015-05-11,411.14,Transaction 48,Apple_India,Bangalore,3,SBI,1,1
49,3,2015-05-04,278.8,Transaction 49,Apple_India,Bangalore,3,SBI,1,1
50,3,2015-05-01,-184.55,Transaction 50,Apple_India,Bangalore,3,SBI,1,1
51,3,2015-05-23,-252.81,Transaction 51,Apple_India,Bangalore,3,SBI,1,1
52,3,2015-05-29,788.41,Transaction 52,Apple_India,Bangalore,3,SBI,1,1
53,3,2015-05-04,873.49,Transaction 53,Apple_India,Bangalore,3,SBI,1,1
54,3,2015-05-17,784.02,Transaction 54,Apple_India,Bangalore,3,SBI,1,1
55,3,2015-05-10,507.48,Transaction 55,Apple_India,Bangalore,3,SBI,1,1
56,3,2015-05-17,23.15,Transaction 56,Apple_India,Bangalore,3,SBI,1,1
57,3,2015-05-11,230.16,Transaction 57,Apple_India,Bangalore,3,SBI,1,1
58,3,2015-05-15,327.05,Transaction 58,Apple_India,Bangalore,3,SBI,1,1
59,3,2015-05-12,-522.97,Transaction 59,Apple_India,Bangalore,3,SBI,1,1
60,3,2015-05-14,-698.34,Transaction 60,Apple_India,Bangalore,3,SBI,1,1
61,3,2015-05-03,-90.9,Transaction 61,Apple_India,Bangalore,3,SBI,1,1
62,3,2015-05-17,303.88,Transaction 62,Apple_India,Bangalore,3,SBI,1,1
63,3,2015-05-06,-543.79,Transaction 63,Apple_India,Bangalore,3,SBI,1,1
64,3,2015-05-19,511.81,Transaction 64,Apple_India,Bangalore,3,SBI,1,1
65,3,2015-05-25,783.59,Transaction 65,Apple_India,Bangalore,3,SBI,1,1
66,3,2015-05-06,-652.86,Transaction 66,Apple_India,Bangalore,3,SBI,1,1
67,3,2015-05-25,-908.18,Transaction 67,Apple_India,Bangalore,3,SBI,1,1
68,3,2015-05-09,-93.48,Transaction 68,Apple_India,Bangalore,3,SBI,1,1
69,3,2015-05-20,-420.61,Transaction 69,Apple_India,Bangalore,3,SBI,1,1
70,3,2015-05-31,150.6,Transaction 70,Apple_India,Bangalore,3,SBI,1,1
71,3,2015-05-11,526.03,Transaction 71,Apple_India,Bangalore,3,SBI,1,1
72,3,2015-05-31,-350.75,Transaction 72,Apple_India,Bangalore,3,SBI,1,1
73,3,2015-05-24,-352.2,Transaction 73,Apple_India,Bangalore,3,SBI,1,1
74,3,2015-05-05,-80.78,Transaction 74,Apple_India,Bangalore,3,SBI,1,1
75,3,2015-05-10,-59.54,Transaction 75,Apple_India,Bangalore,3,SBI,1,1
76,3,2015-05-28,-291.03,Transaction 76,Apple_India,Bangalore,3,SBI,1,1
77,3,2015-05-03,242.28,Transaction 77,Apple_India,Bangalore,3,SBI,1,1
78,3,2015-05-10,658.63,Transaction 78,Apple_India,Bangalore,3,SBI,1,1
79,3,2015-05-29,840.99,Transaction 79,Apple_India,Bangalore,3,SBI,1,1
80,3,2015-05-29,-748.05,Transaction 80,Apple_India,Bangalore,3,SBI,1,1
81,3,2015-05-19,-336.11,Transaction 81,Apple_India,Bangalore,3,SBI,1,1
82,3,2015-05-11,-808.08,Transaction 82,Apple_India,Bangalore,3,SBI,1,1
83,3,2015-05-31,-909.83,Transaction 83,Apple_India,Bangalore,3,SBI,1,1
84,3,2015-05-04,-723.11,Transaction 84,Apple_India,Bangalore,3,SBI,1,1
85,3,2015-05-28,978.19,Transaction 85,Apple_India,Bangalore,3,SBI,1,1
86,3,2015-05-12,550.58,Transaction 86,Apple_India,Bangalore,3,SBI,1,1
87,3,2015-05-12,625.96,Transaction 87,Apple_India,Bangalore,3,SBI,1,1
88,3,2015-05-23,-941.22,Transaction 88,Apple_India,Bangalore,3,SBI,1,1
89,3,2015-05-22,293.11,Transaction 89,Apple_India,Bangalore,3,SBI,1,1
90,3,2015-05-29,-49.53,Transaction 90,Apple_India,Bangalore,3,SBI,1,1
91,3,2015-05-01,690.33,Transaction 91,Apple_India,Bangalore,3,SBI,1,1
92,3,2015-05-25,426.24,Transaction 92,Apple_India,Bangalore,3,SBI,1,1
93,3,2015-05-01,-267.7,Transaction 93,Apple_India,Bangalore,3,SBI,1,1
94,3,2015-05-16,922.62,Transaction 94,Apple_India,Bangalore,3,SBI,1,1
95,3,2015-05-11,-474.69,Transaction 95,Apple_India,Bangalore,3,SBI,1,1
96,3,2015-05-04,-790.43,Transaction 96,Apple_India,Bangalore,3,SBI,1,1
97,3,2015-05-30,-658.85,Transaction 97,Apple_India,Bangalore,3,SBI,1,1
98,3,2015-05-27,784.89,Transaction 98,Apple_India,Bangalore,3,SBI,1,1
99,3,2015-05-15,-770.23,Transaction 99,Apple_India,Bangalore,3,SBI,1,1
100,3,2015-05-04,-840.11,Transaction 100,Apple_India,Bangalore,3,SBI,1,1
