transaction_id,statement_id,date,amount,description,company_name,branch_name,branch_id,bank_name,user_id,company_id
1,6,2016-01-31,-346.14,Transaction 1,Apple_US,Los Angeles,6,Chase,2,2
2,6,2016-01-14,448.37,Transaction 2,Apple_US,Los Angeles,6,Chase,2,2
3,6,2016-01-24,-837.25,Transaction 3,Apple_US,Los Angeles,6,Chase,2,2
4,6,2016-01-01,-557.99,Transaction 4,Apple_US,Los Angeles,6,Chase,2,2
5,6,2016-01-31,491.47,Transaction 5,Apple_US,Los Angeles,6,Chase,2,2
6,6,2016-01-31,-466.44,Transaction 6,Apple_US,Los Angeles,6,Chase,2,2
7,6,2016-01-26,253.01,Transaction 7,Apple_US,Los Angeles,6,Chase,2,2
8,6,2016-01-11,835.95,Transaction 8,Apple_US,Los Angeles,6,Chase,2,2
9,6,2016-01-17,28.47,Transaction 9,Apple_US,Los Angeles,6,Chase,2,2
10,6,2016-01-21,507.5,Transaction 10,Apple_US,Los Angeles,6,Chase,2,2
11,6,2016-01-02,696.73,Transaction 11,Apple_US,Los Angeles,6,Chase,2,2
12,6,2016-01-10,57.42,Transaction 12,Apple_US,Los Angeles,6,Chase,2,2
13,6,2016-01-04,761.76,Transaction 13,Apple_US,Los Angeles,6,Chase,2,2
14,6,2016-01-10,834.53,Transaction 14,Apple_US,Los Angeles,6,Chase,2,2
15,6,2016-01-25,368.42,Transaction 15,Apple_US,Los Angeles,6,Chase,2,2
16,6,2016-01-27,496.56,Transaction 16,Apple_US,Los Angeles,6,Chase,2,2
17,6,2016-01-03,-827.59,Transaction 17,Apple_US,Los Angeles,6,Chase,2,2
18,6,2016-01-07,718.98,Transaction 18,Apple_US,Los Angeles,6,Chase,2,2
19,6,2016-01-19,771.89,Transaction 19,Apple_US,Los Angeles,6,Chase,2,2
20,6,2016-01-21,-274.79,Transaction 20,Apple_US,Los Angeles,6,Chase,2,2
21,6,2016-01-25,-0.4,Transaction 21,Apple_US,Los Angeles,6,Chase,2,2
22,6,2016-01-20,662.69,Transaction 22,Apple_US,Los Angeles,6,Chase,2,2
23,6,2016-01-19,-494.74,Transaction 23,Apple_US,Los Angeles,6,Chase,2,2
24,6,2016-01-21,18.76,Transaction 24,Apple_US,Los Angeles,6,Chase,2,2
25,6,2016-01-02,-678.64,Transaction 25,Apple_US,Los Angeles,6,Chase,2,2
26,6,2016-01-14,787.32,Transaction 26,Apple_US,Los Angeles,6,Chase,2,2
27,6,2016-01-25,304.19,Transaction 27,Apple_US,Los Angeles,6,Chase,2,2
28,6,2016-01-07,-66.03,Transaction 28,Apple_US,Los Angeles,6,Chase,2,2
29,6,2016-01-15,-600.68,Transaction 29,Apple_US,Los Angeles,6,Chase,2,2
30,6,2016-01-10,-581.67,Transaction 30,Apple_US,Los Angeles,6,Chase,2,2
31,6,2016-01-31,511.97,Transaction 31,Apple_US,Los Angeles,6,Chase,2,2
32,6,2016-01-04,798.19,Transaction 32,Apple_US,Los Angeles,6,Chase,2,2
33,6,2016-01-14,-255.32,Transaction 33,Apple_US,Los Angeles,6,Chase,2,2
34,6,2016-01-08,808.01,Transaction 34,Apple_US,Los Angeles,6,Chase,2,2
35,6,2016-01-17,848.98,Transaction 35,Apple_US,Los Angeles,6,Chase,2,2
36,6,2016-01-15,751.09,Transaction 36,Apple_US,Los Angeles,6,Chase,2,2
37,6,2016-01-07,348.02,Transaction 37,Apple_US,Los Angeles,6,Chase,2,2
38,6,2016-01-09,-380.81,Transaction 38,Apple_US,Los Angeles,6,Chase,2,2
39,6,2016-01-25,509.13,Transaction 39,Apple_US,Los Angeles,6,Chase,2,2
40,6,2016-01-16,1.84,Transaction 40,Apple_US,Los Angeles,6,Chase,2,2
41,6,2016-01-12,845.98,Transaction 41,Apple_US,Los Angeles,6,Chase,2,2
42,6,2016-01-10,308.66,Transaction 42,Apple_US,Los Angeles,6,Chase,2,2
43,6,2016-01-21,343.7,Transaction 43,Apple_US,Los Angeles,6,Chase,2,2
44,6,2016-01-04,-28.41,Transaction 44,Apple_US,Los Angeles,6,Chase,2,2
45,6,2016-01-08,822.45,Transaction 45,Apple_US,Los Angeles,6,Chase,2,2
46,6,2016-01-17,-840.74,Transaction 46,Apple_US,Los Angeles,6,Chase,2,2
47,6,2016-01-04,-451.56,Transaction 47,Apple_US,Los Angeles,6,Chase,2,2
48,6,2016-01-15,-462.02,Transaction 48,Apple_US,Los Angeles,6,Chase,2,2
49,6,2016-01-12,-864.47,Transaction 49,Apple_US,Los Angeles,6,Chase,2,2
50,6,2016-01-24,-668.45,Transaction 50,Apple_US,Los Angeles,6,Chase,2,2
51,6,2016-01-21,-896.97,Transaction 51,Apple_US,Los Angeles,6,Chase,2,2
52,6,2016-01-12,338.31,Transaction 52,Apple_US,Los Angeles,6,Chase,2,2
53,6,2016-01-09,983.62,Transaction 53,Apple_US,Los Angeles,6,Chase,2,2
54,6,2016-01-26,-900.01,Transaction 54,Apple_US,Los Angeles,6,Chase,2,2
55,6,2016-01-26,406.88,Transaction 55,Apple_US,Los Angeles,6,Chase,2,2
56,6,2016-01-13,-374.02,Transaction 56,Apple_US,Los Angeles,6,Chase,2,2
57,6,2016-01-23,-337.38,Transaction 57,Apple_US,Los Angeles,6,Chase,2,2
58,6,2016-01-16,35.15,Transaction 58,Apple_US,Los Angeles,6,Chase,2,2
59,6,2016-01-08,-266.73,Transaction 59,Apple_US,Los Angeles,6,Chase,2,2
60,6,2016-01-26,83.76,Transaction 60,Apple_US,Los Angeles,6,Chase,2,2
61,6,2016-01-21,-368.01,Transaction 61,Apple_US,Los Angeles,6,Chase,2,2
62,6,2016-01-14,884.82,Transaction 62,Apple_US,Los Angeles,6,Chase,2,2
63,6,2016-01-22,679.5,Transaction 63,Apple_US,Los Angeles,6,Chase,2,2
64,6,2016-01-13,-446.98,Transaction 64,Apple_US,Los Angeles,6,Chase,2,2
65,6,2016-01-24,546.45,Transaction 65,Apple_US,Los Angeles,6,Chase,2,2
66,6,2016-01-23,-860.55,Transaction 66,Apple_US,Los Angeles,6,Chase,2,2
67,6,2016-01-01,29.32,Transaction 67,Apple_US,Los Angeles,6,Chase,2,2
68,6,2016-01-13,863.61,Transaction 68,Apple_US,Los Angeles,6,Chase,2,2
69,6,2016-01-21,487.55,Transaction 69,Apple_US,Los Angeles,6,Chase,2,2
70,6,2016-01-28,-806.41,Transaction 70,Apple_US,Los Angeles,6,Chase,2,2
71,6,2016-01-26,904.85,Transaction 71,Apple_US,Los Angeles,6,Chase,2,2
